A & N ISLANDS,SOUTH ANDAMAN,ALL SOCIAL GROUPS,7.5-10.0,1,FERRARGUNJ,5,41,0,19,19
A & N ISLANDS,SOUTH ANDAMAN,ALL SOCIAL GROUPS,7.5-10.0,2,PORT BLAIR,8,66,0,19,19
A & N ISLANDS,SOUTH ANDAMAN,ALL SOCIAL GROUPS,7.5-10.0,3,LITTLE ANDAMAN,1,8,0,19,19
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,INSTITUTIONAL,ALL CLASSES,1,DIGLIPUR,53,139,0,76,76
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,INSTITUTIONAL,ALL CLASSES,2,MAYABUNDER,22,104,0,76,76
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,INSTITUTIONAL,ALL CLASSES,3,RANGAT,33,131,0,76,76
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,SCHEDULED CASTE,ALL CLASSES,1,DIGLIPUR,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,SCHEDULED CASTE,ALL CLASSES,2,MAYABUNDER,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,SCHEDULED CASTE,ALL CLASSES,3,RANGAT,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,OTHERS,ALL CLASSES,1,DIGLIPUR,2701,5601,0,3406,3406
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,OTHERS,ALL CLASSES,2,MAYABUNDER,1538,2516,0,3406,3406
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,OTHERS,ALL CLASSES,3,RANGAT,1772,3969,0,3406,3406
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,SCHEDULED TRIBES,ALL CLASSES,1,DIGLIPUR,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,SCHEDULED TRIBES,ALL CLASSES,2,MAYABUNDER,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,SCHEDULED TRIBES,ALL CLASSES,3,RANGAT,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,ALL SOCIAL GROUPS,ALL CLASSES,1,DIGLIPUR,2754,5740,0,3482,3482
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,ALL SOCIAL GROUPS,ALL CLASSES,2,MAYABUNDER,1560,2621,0,3482,3482
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,ALL SOCIAL GROUPS,ALL CLASSES,3,RANGAT,1805,4100,0,3482,3482
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,INSTITUTIONAL,20.0 & ABOVE,1,DIGLIPUR,1,37,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,INSTITUTIONAL,20.0 & ABOVE,2,MAYABUNDER,1,57,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,INSTITUTIONAL,20.0 & ABOVE,3,RANGAT,2,54,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,SCHEDULED CASTE,20.0 & ABOVE,1,DIGLIPUR,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,SCHEDULED CASTE,20.0 & ABOVE,2,MAYABUNDER,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,SCHEDULED CASTE,20.0 & ABOVE,3,RANGAT,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,OTHERS,20.0 & ABOVE,1,DIGLIPUR,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,OTHERS,20.0 & ABOVE,2,MAYABUNDER,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,OTHERS,20.0 & ABOVE,3,RANGAT,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,SCHEDULED TRIBES,20.0 & ABOVE,1,DIGLIPUR,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,SCHEDULED TRIBES,20.0 & ABOVE,2,MAYABUNDER,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,SCHEDULED TRIBES,20.0 & ABOVE,3,RANGAT,0,0,0,0,0
A & N ISLANDS,NORTH & MIDDLE ANDAMANS,ALL SOCIAL GROUPS,20.0 & ABOVE,1,DIGLIPUR,1,37,0,0,0
