size_class,social_group,state_name,state_code,district_name,district_code,total_holdings_no,total_holdings_area,gross_cropped_area_irrigated,gross_cropped_area_unirrigated,gross_cropped_area_total
2.0-3.0,INSTITUTIONAL,MANIPUR,14,IMPHAL EAST,278,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,MANIPUR,14,SENAPATI,272,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,MANIPUR,14,THOUBAL,276,0,0,0,0,0
2.0-3.0,INSTITUTIONAL,MANIPUR,14,UKHRUL,279,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,MANIPUR,14,BISHNUPUR,275,85,175,0,224,224
2.0-3.0,SCHEDULED CASTE,MANIPUR,14,CHANDEL,280,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,MANIPUR,14,IMPHAL EAST,278,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,MANIPUR,14,IMPHAL WEST,277,450,1010,0,1010,1010
2.0-3.0,SCHEDULED CASTE,MANIPUR,14,SENAPATI,272,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
2.0-3.0,SCHEDULED CASTE,MANIPUR,14,THOUBAL,276,30,60,30,48,78
2.0-3.0,SCHEDULED CASTE,MANIPUR,14,UKHRUL,279,0,0,0,0,0
2.0-3.0,OTHERS,MANIPUR,14,BISHNUPUR,275,1385,3045,1702,2136,3838
2.0-3.0,OTHERS,MANIPUR,14,CHANDEL,280,0,0,0,0,0
2.0-3.0,OTHERS,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
2.0-3.0,OTHERS,MANIPUR,14,IMPHAL EAST,278,1090,2645,236,2752,2988
2.0-3.0,OTHERS,MANIPUR,14,IMPHAL WEST,277,1505,3320,57,3335,3392
2.0-3.0,OTHERS,MANIPUR,14,SENAPATI,272,0,0,0,0,0
2.0-3.0,OTHERS,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
2.0-3.0,OTHERS,MANIPUR,14,THOUBAL,276,2895,6920,5553,5060,10613
2.0-3.0,OTHERS,MANIPUR,14,UKHRUL,279,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,MANIPUR,14,CHANDEL,280,1610,3615,0,3751,3751
2.0-3.0,SCHEDULED TRIBES,MANIPUR,14,CHURACHANDPUR,274,1010,2200,0,2258,2258
2.0-3.0,SCHEDULED TRIBES,MANIPUR,14,IMPHAL EAST,278,155,385,0,392,392
2.0-3.0,SCHEDULED TRIBES,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
2.0-3.0,SCHEDULED TRIBES,MANIPUR,14,SENAPATI,272,2305,4780,0,5532,5532
2.0-3.0,SCHEDULED TRIBES,MANIPUR,14,TAMENGLONG,273,2920,6295,0,6878,6878
2.0-3.0,SCHEDULED TRIBES,MANIPUR,14,THOUBAL,276,10,20,10,20,30
2.0-3.0,SCHEDULED TRIBES,MANIPUR,14,UKHRUL,279,1380,3210,0,3253,3253
2.0-3.0,ALL SOCIAL GROUPS,MANIPUR,14,BISHNUPUR,275,1470,3220,1702,2360,4062
2.0-3.0,ALL SOCIAL GROUPS,MANIPUR,14,CHANDEL,280,1610,3615,0,3751,3751
2.0-3.0,ALL SOCIAL GROUPS,MANIPUR,14,CHURACHANDPUR,274,1010,2200,0,2258,2258
2.0-3.0,ALL SOCIAL GROUPS,MANIPUR,14,IMPHAL EAST,278,1245,3030,236,3144,3380
2.0-3.0,ALL SOCIAL GROUPS,MANIPUR,14,IMPHAL WEST,277,1955,4330,57,4345,4402
2.0-3.0,ALL SOCIAL GROUPS,MANIPUR,14,SENAPATI,272,2305,4780,0,5532,5532
2.0-3.0,ALL SOCIAL GROUPS,MANIPUR,14,TAMENGLONG,273,2920,6295,0,6878,6878
2.0-3.0,ALL SOCIAL GROUPS,MANIPUR,14,THOUBAL,276,2935,7000,5593,5128,10721
2.0-3.0,ALL SOCIAL GROUPS,MANIPUR,14,UKHRUL,279,1380,3210,0,3253,3253
5.0-7.5,INSTITUTIONAL,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,MANIPUR,14,CHANDEL,280,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,MANIPUR,14,CHURACHANDPUR,274,5,35,0,35,35
5.0-7.5,INSTITUTIONAL,MANIPUR,14,IMPHAL EAST,278,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,MANIPUR,14,SENAPATI,272,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,MANIPUR,14,THOUBAL,276,0,0,0,0,0
5.0-7.5,INSTITUTIONAL,MANIPUR,14,UKHRUL,279,20,140,0,287,287
5.0-7.5,SCHEDULED CASTE,MANIPUR,14,BISHNUPUR,275,15,85,0,93,93
5.0-7.5,SCHEDULED CASTE,MANIPUR,14,CHANDEL,280,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,MANIPUR,14,IMPHAL EAST,278,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,MANIPUR,14,SENAPATI,272,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
5.0-7.5,SCHEDULED CASTE,MANIPUR,14,THOUBAL,276,20,140,68,87,155
5.0-7.5,SCHEDULED CASTE,MANIPUR,14,UKHRUL,279,0,0,0,0,0
5.0-7.5,OTHERS,MANIPUR,14,BISHNUPUR,275,25,145,87,89,176
5.0-7.5,OTHERS,MANIPUR,14,CHANDEL,280,0,0,0,0,0
5.0-7.5,OTHERS,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
5.0-7.5,OTHERS,MANIPUR,14,IMPHAL EAST,278,115,700,30,683,713
5.0-7.5,OTHERS,MANIPUR,14,IMPHAL WEST,277,110,620,0,620,620
5.0-7.5,OTHERS,MANIPUR,14,SENAPATI,272,0,0,0,0,0
5.0-7.5,OTHERS,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
5.0-7.5,OTHERS,MANIPUR,14,THOUBAL,276,150,1100,545,716,1262
5.0-7.5,OTHERS,MANIPUR,14,UKHRUL,279,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,MANIPUR,14,CHANDEL,280,95,495,0,522,522
5.0-7.5,SCHEDULED TRIBES,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,MANIPUR,14,IMPHAL EAST,278,10,60,0,60,60
5.0-7.5,SCHEDULED TRIBES,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,MANIPUR,14,SENAPATI,272,100,550,0,601,601
5.0-7.5,SCHEDULED TRIBES,MANIPUR,14,TAMENGLONG,273,140,700,0,735,735
5.0-7.5,SCHEDULED TRIBES,MANIPUR,14,THOUBAL,276,0,0,0,0,0
5.0-7.5,SCHEDULED TRIBES,MANIPUR,14,UKHRUL,279,0,0,0,0,0
5.0-7.5,ALL SOCIAL GROUPS,MANIPUR,14,BISHNUPUR,275,40,230,87,182,269
5.0-7.5,ALL SOCIAL GROUPS,MANIPUR,14,CHANDEL,280,95,495,0,522,522
5.0-7.5,ALL SOCIAL GROUPS,MANIPUR,14,CHURACHANDPUR,274,5,35,0,35,35
5.0-7.5,ALL SOCIAL GROUPS,MANIPUR,14,IMPHAL EAST,278,125,760,30,743,773
5.0-7.5,ALL SOCIAL GROUPS,MANIPUR,14,IMPHAL WEST,277,110,620,0,620,620
5.0-7.5,ALL SOCIAL GROUPS,MANIPUR,14,SENAPATI,272,100,550,0,601,601
5.0-7.5,ALL SOCIAL GROUPS,MANIPUR,14,TAMENGLONG,273,140,700,0,735,735
5.0-7.5,ALL SOCIAL GROUPS,MANIPUR,14,THOUBAL,276,170,1240,613,804,1416
5.0-7.5,ALL SOCIAL GROUPS,MANIPUR,14,UKHRUL,279,20,140,0,287,287
4.0-5.0,INSTITUTIONAL,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,MANIPUR,14,CHANDEL,280,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,MANIPUR,14,IMPHAL EAST,278,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,MANIPUR,14,SENAPATI,272,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,MANIPUR,14,THOUBAL,276,0,0,0,0,0
4.0-5.0,INSTITUTIONAL,MANIPUR,14,UKHRUL,279,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,MANIPUR,14,BISHNUPUR,275,45,180,0,197,197
4.0-5.0,SCHEDULED CASTE,MANIPUR,14,CHANDEL,280,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,MANIPUR,14,IMPHAL EAST,278,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,MANIPUR,14,IMPHAL WEST,277,100,465,0,465,465
4.0-5.0,SCHEDULED CASTE,MANIPUR,14,SENAPATI,272,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,MANIPUR,14,THOUBAL,276,0,0,0,0,0
4.0-5.0,SCHEDULED CASTE,MANIPUR,14,UKHRUL,279,0,0,0,0,0
4.0-5.0,OTHERS,MANIPUR,14,BISHNUPUR,275,140,655,250,546,797
4.0-5.0,OTHERS,MANIPUR,14,CHANDEL,280,0,0,0,0,0
4.0-5.0,OTHERS,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
4.0-5.0,OTHERS,MANIPUR,14,IMPHAL EAST,278,160,650,20,650,670
4.0-5.0,OTHERS,MANIPUR,14,IMPHAL WEST,277,100,400,9,374,383
4.0-5.0,OTHERS,MANIPUR,14,SENAPATI,272,0,0,0,0,0
4.0-5.0,OTHERS,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
4.0-5.0,OTHERS,MANIPUR,14,THOUBAL,276,370,1600,947,914,1861
4.0-5.0,OTHERS,MANIPUR,14,UKHRUL,279,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,MANIPUR,14,CHANDEL,280,110,440,0,565,565
4.0-5.0,SCHEDULED TRIBES,MANIPUR,14,CHURACHANDPUR,274,15,70,0,70,70
4.0-5.0,SCHEDULED TRIBES,MANIPUR,14,IMPHAL EAST,278,15,60,0,72,72
4.0-5.0,SCHEDULED TRIBES,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,MANIPUR,14,SENAPATI,272,345,1395,0,1541,1541
4.0-5.0,SCHEDULED TRIBES,MANIPUR,14,TAMENGLONG,273,320,1330,0,1401,1401
4.0-5.0,SCHEDULED TRIBES,MANIPUR,14,THOUBAL,276,0,0,0,0,0
4.0-5.0,SCHEDULED TRIBES,MANIPUR,14,UKHRUL,279,125,500,0,503,503
4.0-5.0,ALL SOCIAL GROUPS,MANIPUR,14,BISHNUPUR,275,185,835,250,743,994
4.0-5.0,ALL SOCIAL GROUPS,MANIPUR,14,CHANDEL,280,110,440,0,565,565
4.0-5.0,ALL SOCIAL GROUPS,MANIPUR,14,CHURACHANDPUR,274,15,70,0,70,70
4.0-5.0,ALL SOCIAL GROUPS,MANIPUR,14,IMPHAL EAST,278,175,710,20,722,742
4.0-5.0,ALL SOCIAL GROUPS,MANIPUR,14,IMPHAL WEST,277,200,865,9,839,848
4.0-5.0,ALL SOCIAL GROUPS,MANIPUR,14,SENAPATI,272,345,1395,0,1541,1541
4.0-5.0,ALL SOCIAL GROUPS,MANIPUR,14,TAMENGLONG,273,320,1330,0,1401,1401
4.0-5.0,ALL SOCIAL GROUPS,MANIPUR,14,THOUBAL,276,370,1600,947,914,1861
4.0-5.0,ALL SOCIAL GROUPS,MANIPUR,14,UKHRUL,279,125,500,0,503,503
10.0-20.0,INSTITUTIONAL,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,MANIPUR,14,CHANDEL,280,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,MANIPUR,14,IMPHAL EAST,278,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,MANIPUR,14,SENAPATI,272,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,MANIPUR,14,THOUBAL,276,0,0,0,0,0
10.0-20.0,INSTITUTIONAL,MANIPUR,14,UKHRUL,279,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MANIPUR,14,CHANDEL,280,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MANIPUR,14,IMPHAL EAST,278,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MANIPUR,14,SENAPATI,272,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MANIPUR,14,THOUBAL,276,0,0,0,0,0
10.0-20.0,SCHEDULED CASTE,MANIPUR,14,UKHRUL,279,0,0,0,0,0
10.0-20.0,OTHERS,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
10.0-20.0,OTHERS,MANIPUR,14,CHANDEL,280,0,0,0,0,0
10.0-20.0,OTHERS,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
10.0-20.0,OTHERS,MANIPUR,14,IMPHAL EAST,278,10,100,0,100,100
10.0-20.0,OTHERS,MANIPUR,14,IMPHAL WEST,277,15,150,0,260,260
10.0-20.0,OTHERS,MANIPUR,14,SENAPATI,272,0,0,0,0,0
10.0-20.0,OTHERS,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
10.0-20.0,OTHERS,MANIPUR,14,THOUBAL,276,15,190,54,193,247
10.0-20.0,OTHERS,MANIPUR,14,UKHRUL,279,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MANIPUR,14,CHANDEL,280,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MANIPUR,14,IMPHAL EAST,278,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MANIPUR,14,SENAPATI,272,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MANIPUR,14,THOUBAL,276,0,0,0,0,0
10.0-20.0,SCHEDULED TRIBES,MANIPUR,14,UKHRUL,279,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,MANIPUR,14,CHANDEL,280,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,MANIPUR,14,IMPHAL EAST,278,10,100,0,100,100
10.0-20.0,ALL SOCIAL GROUPS,MANIPUR,14,IMPHAL WEST,277,15,150,0,260,260
10.0-20.0,ALL SOCIAL GROUPS,MANIPUR,14,SENAPATI,272,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
10.0-20.0,ALL SOCIAL GROUPS,MANIPUR,14,THOUBAL,276,15,190,54,193,247
10.0-20.0,ALL SOCIAL GROUPS,MANIPUR,14,UKHRUL,279,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MANIPUR,14,CHANDEL,280,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MANIPUR,14,IMPHAL EAST,278,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MANIPUR,14,SENAPATI,272,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MANIPUR,14,THOUBAL,276,0,0,0,0,0
7.5-10.0,INSTITUTIONAL,MANIPUR,14,UKHRUL,279,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,MANIPUR,14,CHANDEL,280,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,MANIPUR,14,IMPHAL EAST,278,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,MANIPUR,14,SENAPATI,272,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,MANIPUR,14,THOUBAL,276,0,0,0,0,0
7.5-10.0,SCHEDULED CASTE,MANIPUR,14,UKHRUL,279,0,0,0,0,0
7.5-10.0,OTHERS,MANIPUR,14,BISHNUPUR,275,20,170,0,193,193
7.5-10.0,OTHERS,MANIPUR,14,CHANDEL,280,0,0,0,0,0
7.5-10.0,OTHERS,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
7.5-10.0,OTHERS,MANIPUR,14,IMPHAL EAST,278,45,360,0,359,359
7.5-10.0,OTHERS,MANIPUR,14,IMPHAL WEST,277,5,40,40,5,45
7.5-10.0,OTHERS,MANIPUR,14,SENAPATI,272,0,0,0,0,0
7.5-10.0,OTHERS,MANIPUR,14,TAMENGLONG,273,0,0,0,0,0
7.5-10.0,OTHERS,MANIPUR,14,THOUBAL,276,10,90,42,63,105
7.5-10.0,OTHERS,MANIPUR,14,UKHRUL,279,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,MANIPUR,14,BISHNUPUR,275,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,MANIPUR,14,CHANDEL,280,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,MANIPUR,14,IMPHAL EAST,278,5,40,0,40,40
7.5-10.0,SCHEDULED TRIBES,MANIPUR,14,IMPHAL WEST,277,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,MANIPUR,14,SENAPATI,272,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,MANIPUR,14,TAMENGLONG,273,25,200,0,200,200
7.5-10.0,SCHEDULED TRIBES,MANIPUR,14,THOUBAL,276,0,0,0,0,0
7.5-10.0,SCHEDULED TRIBES,MANIPUR,14,UKHRUL,279,0,0,0,0,0
7.5-10.0,ALL SOCIAL GROUPS,MANIPUR,14,BISHNUPUR,275,20,170,0,193,193
7.5-10.0,ALL SOCIAL GROUPS,MANIPUR,14,CHANDEL,280,0,0,0,0,0
7.5-10.0,ALL SOCIAL GROUPS,MANIPUR,14,CHURACHANDPUR,274,0,0,0,0,0
7.5-10.0,ALL SOCIAL GROUPS,MANIPUR,14,IMPHAL EAST,278,50,400,0,399,399
7.5-10.0,ALL SOCIAL GROUPS,MANIPUR,14,IMPHAL WEST,277,5,40,40,5,45
7.5-10.0,ALL SOCIAL GROUPS,MANIPUR,14,SENAPATI,272,0,0,0,0,0
7.5-10.0,ALL SOCIAL GROUPS,MANIPUR,14,TAMENGLONG,273,25,200,0,200,200
7.5-10.0,ALL SOCIAL GROUPS,MANIPUR,14,THOUBAL,276,10,90,42,63,105
7.5-10.0,ALL SOCIAL GROUPS,MANIPUR,14,UKHRUL,279,0,0,0,0,0
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,TIRAP,254,0,0,0,0,0
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,CHANGLANG,253,765,1030,0,394,394
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,LOHIT,259,114,83,0,44,44
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,ANJAW,260,0,0,0,0,0
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,DIBANG VALLEY,257,0,0,0,0,0
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,LOWER DIBANG VALLEY,258,25,24,0,11,11
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,EAST SIANG,251,165,193,0,69,69
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,WEST SIANG,250,525,787,0,189,189
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,UPPER SIANG,252,0,0,0,0,0
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,UPPER SUBANSIRI,249,100,228,0,271,271
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,LOWER SUBANSIRI,255,70,55,22,16,37
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,,KOLORIANG,,107,48,6,24,31
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,PAPUM PARE,248,190,719,672,43,715
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,EAST KAMENG,247,280,157,0,168,168
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,WEST KAMENG,246,112,169,0,83,83
ALL CLASSES,INSTITUTIONAL,ARUNACHAL PRADESH,12,TAWANG,245,317,115,0,189,189
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,TIRAP,254,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,CHANGLANG,253,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,LOHIT,259,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,ANJAW,260,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,DIBANG VALLEY,257,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,LOWER DIBANG VALLEY,258,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,EAST SIANG,251,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,WEST SIANG,250,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,UPPER SIANG,252,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,UPPER SUBANSIRI,249,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,LOWER SUBANSIRI,255,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,,KOLORIANG,,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,PAPUM PARE,248,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,EAST KAMENG,247,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,WEST KAMENG,246,0,0,0,0,0
ALL CLASSES,SCHEDULED CASTE,ARUNACHAL PRADESH,12,TAWANG,245,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,TIRAP,254,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,CHANGLANG,253,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,LOHIT,259,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,ANJAW,260,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,DIBANG VALLEY,257,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,LOWER DIBANG VALLEY,258,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,EAST SIANG,251,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,WEST SIANG,250,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,UPPER SIANG,252,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,UPPER SUBANSIRI,249,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,LOWER SUBANSIRI,255,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,,KOLORIANG,,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,PAPUM PARE,248,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,EAST KAMENG,247,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,WEST KAMENG,246,0,0,0,0,0
ALL CLASSES,OTHERS,ARUNACHAL PRADESH,12,TAWANG,245,0,0,0,0,0
ALL CLASSES,SCHEDULED TRIBES,ARUNACHAL PRADESH,12,TIRAP,254,10363,33328,662,18223,18885
ALL CLASSES,SCHEDULED TRIBES,ARUNACHAL PRADESH,12,CHANGLANG,253,8117,48320,3977,27168,31145
ALL CLASSES,SCHEDULED TRIBES,ARUNACHAL PRADESH,12,LOHIT,259,10170,19512,3106,11910,15016
ALL CLASSES,SCHEDULED TRIBES,ARUNACHAL PRADESH,12,ANJAW,260,2713,9324,146,4577,4723
